ID,AREA,CODSETOR,CODGR,NOMEGR,CODUF,NOMEUF,CODMESO,NOMEMESO,CODMICRO,NOMEMICR,CODRM,NOMERM,CODMUNIC,NOMEMUN,CODDISTR,NOMEDIST,CODSUBD,NOMESUBD,CODBAIRR,NOMEBAIR,SITUACAO,TIPO,REGIAO,ASSPREC,HAB1,HAB2,HAB3,HAB4,HAB5,HAB6,HAB7,HAB8,HAB9,CHE1,CHE2,CHE3,CHE4,CHE5,CHE6,CHE7,V0003,V0004,V0008,V0009,V0010,V0014,V0017,V0018,V0030,V0031,V0036,V0048,V0402,V0494,V0495,V0496,V0497,V0525,V0526,V0527,V0528,V0529,V0580,V0581,V0582,V0583,V0584,V0585,V0586,V0587,V0602,V0603,V0604,V0605,V0611,VAR12,DENSDEMO,ARQUIVO
577,0.9,410690205050050,4,SUL,41,PARANA,4110,METROPOLITANA DE CURITIBA,41037,CURITIBA,17,CURITIBA,4106902,CURITIBA,410690205,CURITIBA,41069020505,ADMINISTRACAO REGIONAL DE SANTA FEL,410690205044,CAMPO COMPRIDO,1,0,401,3,0,0,0.69,0.53,17.46,0,0,3.29,1.39,19.58,1.06,0,29.63,9.22,29.1,1030.83,189,36,0,58,87,0,1,188,146,10,0,189,189,0,0,6,31,2,0,0,0,0,2,,3,5,22,7,5,6,0,4,26,20,5,622,687,41CURITI
583,0.18,410690205060038,4,SUL,41,PARANA,4110,METROPOLITANA DE CURITIBA,41037,CURITIBA,17,CURITIBA,4106902,CURITIBA,410690205,CURITIBA,41069020506,ADMINISTRACAO REGIONAL DO PORTAO (R,410690205027,PORTAO,1,0,401,3,0.25,0,0,1.01,0,0,1.27,3.36,1.34,12.91,4.05,0,42.28,7.94,36.46,974.51,395,0,0,246,33,1,0,391,189,206,0,390,395,1,0,14,36,16,0,0,0,0,14,,8,19,84,9,10,16,1,21,66,44,12,1328,7223,41CURITI
584,0.16,410690205060037,4,SUL,41,PARANA,4110,METROPOLITANA DE CURITIBA,41037,CURITIBA,17,CURITIBA,4106902,CURITIBA,410690205,CURITIBA,41069020506,ADMINISTRACAO REGIONAL DO PORTAO (R,410690205027,PORTAO,1,0,401,3,0,0,5.35,0,36.82,0,0,3.78,1.4,13.95,3.1,0,44.96,7.45,49.22,684.03,258,0,0,182,5,0,10,258,126,37,0,258,258,0,0,17,19,8,0,0,0,0,14,,8,21,45,11,9,6,0,28,39,34,26,975,6184,41CURITI
585,0.35,410690205060296,4,SUL,41,PARANA,4110,METROPOLITANA DE CURITIBA,41037,CURITIBA,17,CURITIBA,4106902,CURITIBA,410690205,CURITIBA,41069020506,ADMINISTRACAO REGIONAL DO PORTAO (R,410690205043,SANTA QUITERIA,1,0,401,3,0,0,46.01,0.37,4.81,0,0.37,3.06,1.35,15.93,2.59,0,24.81,9.42,30.37,1336.78,270,0,0,139,74,0,98,269,125,132,0,269,270,0,2,10,31,7,0,0,0,0,6,,5,9,24,8,4,5,0,14,26,34,8,826,2339,41CURITI
586,0.19,410690205060040,4,SUL,41,PARANA,4110,METROPOLITANA DE CURITIBA,41037,CURITIBA,17,CURITIBA,4106902,CURITIBA,410690205,CURITIBA,41069020506,ADMINISTRACAO REGIONAL DO PORTAO (R,410690205027,PORTAO,1,0,401,3,0.28,0,0.73,0,5.93,0,0.28,3.33,1.27,11.3,1.13,0.28,29.66,9.98,22.32,1493.53,354,0,0,187,88,1,2,354,275,58,0,353,354,0,0,13,27,4,0,0,0,1,5,,5,6,51,14,4,15,1,11,39,25,3,1178,6176,41CURITI
587,0.05,410690205060295,4,SUL,41,PARANA,4110,METROPOLITANA DE CURITIBA,41037,CURITIBA,17,CURITIBA,4106902,CURITIBA,410690205,CURITIBA,41069020506,ADMINISTRACAO REGIONAL DO PORTAO (R,410690205043,SANTA QUITERIA,1,1,401,1,69.72,0.92,5,2.75,35.78,0,0,3.34,1.16,25.69,16.51,0,66.97,5.39,68.81,545.17,109,0,1,20,0,76,1,106,70,0,0,109,109,0,0,12,16,18,0,0,0,0,18,,8,5,21,3,4,6,0,17,30,23,5,364,7834,41CURITI
591,0.12,410690205060041,4,SUL,41,PARANA,4110,METROPOLITANA DE CURITIBA,41037,CURITIBA,17,CURITIBA,4106902,CURITIBA,410690205,CURITIBA,41069020506,ADMINISTRACAO REGIONAL DO PORTAO (R,410690205027,PORTAO,1,0,401,3,0.4,0,1.99,1.2,13.65,0.4,0,2.9,1.33,25.7,1.61,0,25.3,9.74,19.68,1214.01,249,1,0,140,61,1,4,246,214,1,1,249,249,0,3,18,43,4,0,0,0,0,4,,5,8,27,5,5,3,0,9,15,14,11,722,6134,41CURITI
592,0.1,410690205060286,4,SUL,41,PARANA,4110,METROPOLITANA DE CURITIBA,41037,CURITIBA,17,CURITIBA,4106902,CURITIBA,410690205,CURITIBA,41069020506,ADMINISTRACAO REGIONAL DO PORTAO (R,410690205043,SANTA QUITERIA,1,0,401,3,2.03,0.51,5.15,1.02,1.52,1.52,0.51,3.55,1.52,8.12,7.11,0,44.67,7.76,49.75,724.44,197,0,1,126,10,4,7,195,178,16,3,196,197,0,1,5,10,14,0,0,0,0,15,,8,8,29,7,5,8,1,23,27,31,16,700,7202,41CURITI
593,0.05,410690205060294,4,SUL,41,PARANA,4110,METROPOLITANA DE CURITIBA,41037,CURITIBA,17,CURITIBA,4106902,CURITIBA,410690205,CURITIBA,41069020506,ADMINISTRACAO REGIONAL DO PORTAO (R,410690205043,SANTA QUITERIA,1,1,401,1,0,0.56,0.65,0.56,0.56,0.56,0,3.94,1.2,13.97,12.29,0,65.92,5.74,69.83,485.68,179,0,1,131,23,0,1,178,178,0,1,179,179,0,0,12,13,22,0,0,0,0,27,,4,5,46,11,4,12,3,45,34,30,13,706,14083,41CURITI
595,1.03,410690205050037,4,SUL,41,PARANA,4110,METROPOLITANA DE CURITIBA,41037,CURITIBA,17,CURITIBA,4106902,CURITIBA,410690205,CURITIBA,41069020505,ADMINISTRACAO REGIONAL DE SANTA FEL,410690205044,CAMPO COMPRIDO,1,0,401,3,0.5,0,5,2.97,16.34,0,4.46,3.58,1.9,8.91,3.96,0,43.07,8.12,42.57,1530.81,202,0,0,155,5,1,8,196,43,126,0,193,202,0,1,4,13,8,0,0,0,0,8,,10,10,36,6,5,7,1,24,30,19,12,724,703,41CURITI
597,0.02,410690205050048,4,SUL,41,PARANA,4110,METROPOLITANA DE CURITIBA,41037,CURITIBA,17,CURITIBA,4106902,CURITIBA,410690205,CURITIBA,41069020505,ADMINISTRACAO REGIONAL DE SANTA FEL,410690205044,CAMPO COMPRIDO,1,0,401,3,0,0,0,0,0,0,0,2.76,1,17.89,0.81,0,20.73,9.56,34.96,722.8,246,0,0,52,140,0,0,246,0,246,0,246,246,0,1,15,28,2,0,0,0,0,3,,3,5,17,5,6,4,0,7,27,28,24,678,35941,41CURITI
611,0.11,410690205060287,4,SUL,41,PARANA,4110,METROPOLITANA DE CURITIBA,41037,CURITIBA,17,CURITIBA,4106902,CURITIBA,410690205,CURITIBA,41069020506,ADMINISTRACAO REGIONAL DO PORTAO (R,410690205043,SANTA QUITERIA,1,0,401,3,0.83,0,1.74,0.83,2.92,0,0,3.45,1.54,11.67,4.17,0,36.67,8.75,32.5,1178.79,240,0,0,161,11,2,3,238,226,7,0,240,240,0,0,3,25,10,0,0,0,0,12,,8,5,39,7,5,8,0,10,27,29,12,827,7524,41CURITI
612,0.65,410690205050038,4,SUL,41,PARANA,4110,METROPOLITANA DE CURITIBA,41037,CURITIBA,17,CURITIBA,4106902,CURITIBA,410690205,CURITIBA,41069020505,ADMINISTRACAO REGIONAL DE SANTA FEL,410690205044,CAMPO COMPRIDO,1,0,401,3,0.92,0,1.1,0.46,0,0,0.92,3.85,1.73,12.84,0.92,0,42.66,8.08,36.24,4079.39,218,7,0,181,0,2,2,217,74,144,0,216,218,0,0,9,19,2,0,0,0,0,2,,11,12,35,12,3,10,0,11,32,25,11,840,1296,41CURITI
613,0.04,410690205060288,4,SUL,41,PARANA,4110,METROPOLITANA DE CURITIBA,41037,CURITIBA,17,CURITIBA,4106902,CURITIBA,410690205,CURITIBA,41069020506,ADMINISTRACAO REGIONAL DO PORTAO (R,410690205043,SANTA QUITERIA,1,1,401,1,0,1.67,3.88,0,43.33,0.83,0,3.69,1.18,19.17,16.67,0,73.33,4.79,67.5,492.98,120,0,2,103,0,0,4,120,67,1,1,120,120,0,1,9,13,20,0,0,0,0,21,,13,12,21,16,2,3,1,16,30,19,15,443,12405,41CURITI
614,0.4,410690205050067,4,SUL,41,PARANA,4110,METROPOLITANA DE CURITIBA,41037,CURITIBA,17,CURITIBA,4106902,CURITIBA,410690205,CURITIBA,41069020505,ADMINISTRACAO REGIONAL DE SANTA FEL,410690205045,MOSSUNGUE,1,0,401,3,0,0.56,3.65,0.56,0.56,0.56,0,3.56,1.85,8.99,8.99,1.12,47.19,8.16,33.71,2875.64,178,0,1,127,10,0,5,177,77,100,1,178,178,0,1,6,9,16,0,1,1,0,12,,1,11,39,9,3,4,1,11,23,24,1,634,1584,41CURITI
615,0.51,410690205050066,4,SUL,41,PARANA,4110,METROPOLITANA DE CURITIBA,41037,CURITIBA,17,CURITIBA,4106902,CURITIBA,410690205,CURITIBA,41069020505,ADMINISTRACAO REGIONAL DE SANTA FEL,410690205045,MOSSUNGUE,1,0,401,3,0,0,0,0.66,0,0,0,2.68,1.85,28.48,0,0,15.89,12.1,12.58,2446.92,151,0,0,36,72,0,0,150,109,42,0,151,151,0,0,7,36,0,0,0,0,0,1,,1,2,8,3,4,5,1,2,8,6,2,405,794,41CURITI
616,0.19,410690205050018,4,SUL,41,PARANA,4110,METROPOLITANA DE CURITIBA,41037,CURITIBA,17,CURITIBA,4106902,CURITIBA,410690205,CURITIBA,41069020505,ADMINISTRACAO REGIONAL DE SANTA FEL,410690205030,CAMPINA DO SIQUEIRA,1,0,401,3,0,0,7.79,0,0,0,0,3.23,1.63,11.03,1.47,0,24.26,10.01,27.21,1404.27,272,1,0,189,42,0,18,272,261,11,0,272,272,0,0,9,21,4,0,0,0,0,5,,5,12,24,6,1,7,0,21,18,14,21,878,4546,41CURITI
617,0.04,410690205050069,4,SUL,41,PARANA,4110,METROPOLITANA DE CURITIBA,41037,CURITIBA,17,CURITIBA,4106902,CURITIBA,410690205,CURITIBA,41069020505,ADMINISTRACAO REGIONAL DE SANTA FEL,410690205045,MOSSUNGUE,1,1,401,1,0,2.7,0,5.41,81.08,5.41,0,3.86,1,43.24,13.51,8.11,83.78,4.22,70.27,315.51,37,28,1,35,0,0,0,35,6,1,2,37,37,0,0,6,10,5,0,0,1,2,6,,1,6,8,5,0,4,1,9,6,6,4,143,3227,41CURITI
619,0.24,410690205050020,4,SUL,41,PARANA,4110,METROPOLITANA DE CURITIBA,41037,CURITIBA,17,CURITIBA,4106902,CURITIBA,410690205,CURITIBA,41069020505,ADMINISTRACAO REGIONAL DE SANTA FEL,410690205030,CAMPINA DO SIQUEIRA,1,0,401,3,0,0.4,9.36,0.4,6.83,0,0,3.21,1.5,11.24,2.41,0,44.58,7.98,40.56,1276.89,249,1,1,159,12,0,16,248,227,5,0,249,249,0,0,7,21,6,0,0,0,0,9,,11,23,33,9,6,6,0,26,19,32,24,799,3276,41CURITI
742,0.05,410690205060292,4,SUL,41,PARANA,4110,METROPOLITANA DE CURITIBA,41037,CURITIBA,17,CURITIBA,4106902,CURITIBA,410690205,CURITIBA,41069020506,ADMINISTRACAO REGIONAL DO PORTAO (R,410690205043,SANTA QUITERIA,1,1,401,1,0.69,1.38,10.48,0,0,0,2.07,3.85,1.18,10.34,12.41,0,67.59,5.41,68.97,391.08,145,0,2,123,1,1,13,145,140,5,0,142,145,0,0,6,9,18,0,0,0,0,19,,10,7,36,11,6,6,0,22,36,21,21,558,11323,41CURITI
745,0.14,410690205060281,4,SUL,41,PARANA,4110,METROPOLITANA DE CURITIBA,41037,CURITIBA,17,CURITIBA,4106902,CURITIBA,410690205,CURITIBA,41069020506,ADMINISTRACAO REGIONAL DO PORTAO (R,410690205043,SANTA QUITERIA,1,0,401,3,0,0,0,0.85,0.43,0,0,3.46,2.14,6.81,0.85,0,26.81,9.99,28.09,1716.69,235,1,0,188,16,0,0,233,187,47,0,235,235,0,0,4,12,2,0,0,0,0,5,,2,11,35,3,3,3,0,10,29,17,10,814,5772,41CURITI
747,0.14,410690205060285,4,SUL,41,PARANA,4110,METROPOLITANA DE CURITIBA,41037,CURITIBA,17,CURITIBA,4106902,CURITIBA,410690205,CURITIBA,41069020506,ADMINISTRACAO REGIONAL DO PORTAO (R,410690205043,SANTA QUITERIA,1,0,401,3,1.98,0,1.66,0,0,0,0,3.33,1.72,10.32,2.38,0,37.3,8.53,41.67,1079.68,252,0,0,171,10,5,3,252,251,1,0,252,252,0,0,10,16,6,0,0,0,0,5,,6,9,43,10,4,11,0,21,34,20,30,840,5855,41CURITI
748,0.23,410690205060284,4,SUL,41,PARANA,4110,METROPOLITANA DE CURITIBA,41037,CURITIBA,17,CURITIBA,4106902,CURITIBA,410690205,CURITIBA,41069020506,ADMINISTRACAO REGIONAL DO PORTAO (R,410690205043,SANTA QUITERIA,1,0,401,3,0,1.05,0.44,1.05,1.05,0.7,0,3.32,1.63,5.92,1.05,0,28.92,9.48,21.95,1452.75,287,0,3,215,11,0,1,284,259,25,2,287,287,0,0,5,12,3,0,0,0,0,4,,7,14,32,6,2,7,0,11,21,29,2,953,4145,41CURITI
757,0.22,410690205060024,4,SUL,41,PARANA,4110,METROPOLITANA DE CURITIBA,41037,CURITIBA,17,CURITIBA,4106902,CURITIBA,410690205,CURITIBA,41069020506,ADMINISTRACAO REGIONAL DO PORTAO (R,410690205027,PORTAO,1,0,401,3,0,0,0,0,0.39,0.39,0,3.51,2.29,4.25,0.39,0,20.08,10.79,18.53,1599.64,259,0,0,195,6,0,0,259,258,0,1,259,259,0,0,3,8,1,0,0,0,0,3,,4,4,34,2,1,3,0,11,19,15,3,909,4051,41CURITI
758,0.24,410690205060291,4,SUL,41,PARANA,4110,METROPOLITANA DE CURITIBA,41037,CURITIBA,17,CURITIBA,4106902,CURITIBA,410690205,CURITIBA,41069020506,ADMINISTRACAO REGIONAL DO PORTAO (R,410690205043,SANTA QUITERIA,1,0,401,3,0.32,0.65,0,0,0,0,0,3.42,1.95,7.1,1.61,0,27.42,10.05,20.97,1679.29,310,0,2,206,26,1,0,310,309,1,0,310,310,0,1,7,14,5,0,0,0,0,8,,5,9,50,4,4,1,1,23,17,16,8,1059,4454,41CURITI
759,0.12,410690205060025,4,SUL,41,PARANA,4110,METROPOLITANA DE CURITIBA,41037,CURITIBA,17,CURITIBA,4106902,CURITIBA,410690205,CURITIBA,41069020506,ADMINISTRACAO REGIONAL DO PORTAO (R,410690205027,PORTAO,1,0,401,3,1.36,0,0,0,0,0,0,2.88,2.35,8.18,0,0,11.82,12.11,9.09,2716.11,220,1,0,129,42,3,0,220,217,3,0,220,220,0,0,3,15,0,0,0,0,0,1,,1,2,14,3,2,3,0,1,5,10,4,633,5283,41CURITI
761,0.09,410690205060044,4,SUL,41,PARANA,4110,METROPOLITANA DE CURITIBA,41037,CURITIBA,17,CURITIBA,4106902,CURITIBA,410690205,CURITIBA,41069020506,ADMINISTRACAO REGIONAL DO PORTAO (R,410690205027,PORTAO,1,0,401,3,0,0,0,0,0.36,0.36,0,2.84,2.18,11.23,0.72,0,17.03,11.35,14.86,1888.66,276,0,0,184,28,0,0,276,273,2,1,276,276,0,3,10,18,2,0,0,0,0,2,,2,5,23,7,2,3,0,8,14,12,7,783,8685,41CURITI
762,0.05,410690205060174,4,SUL,41,PARANA,4110,METROPOLITANA DE CURITIBA,41037,CURITIBA,17,CURITIBA,4106902,CURITIBA,410690205,CURITIBA,41069020506,ADMINISTRACAO REGIONAL DO PORTAO (R,410690205028,VILA IZABEL,1,0,401,3,0.71,0,0,0,0,0,0,2.65,1.54,9.93,0,0,13.12,12.04,14.18,2017.74,282,0,0,186,48,2,0,282,282,0,0,282,282,0,1,6,21,0,0,0,0,0,0,,2,7,19,7,0,1,0,10,10,11,9,747,14602,41CURITI
810,0.07,410690205060173,4,SUL,41,PARANA,4110,METROPOLITANA DE CURITIBA,41037,CURITIBA,17,CURITIBA,4106902,CURITIBA,410690205,CURITIBA,41069020506,ADMINISTRACAO REGIONAL DO PORTAO (R,410690205028,VILA IZABEL,1,0,401,3,2.2,0,0,0,0,0,0,3.12,2.02,7.69,0.73,0,16.85,11.71,13.19,2387.66,273,0,0,144,49,6,0,273,272,1,0,273,273,0,1,5,15,2,0,0,0,0,3,,3,4,27,1,5,2,0,10,10,9,7,852,12749,41CURITI
811,0.04,410690205060101,4,SUL,41,PARANA,4110,METROPOLITANA DE CURITIBA,41037,CURITIBA,17,CURITIBA,4106902,CURITIBA,410690205,CURITIBA,41069020506,ADMINISTRACAO REGIONAL DO PORTAO (R,410690205009,AGUA VERDE,1,0,401,3,0,0,0,0,0.64,0.64,0,2.63,1.92,18.59,0,0,7.69,13.03,12.82,2341.04,312,0,0,129,88,0,0,312,310,0,2,312,312,0,2,19,37,0,0,0,0,0,0,,1,2,15,2,3,0,0,3,11,7,19,819,19189,41CURITI
813,0.06,410690205060098,4,SUL,41,PARANA,4110,METROPOLITANA DE CURITIBA,41037,CURITIBA,17,CURITIBA,4106902,CURITIBA,410690205,CURITIBA,41069020506,ADMINISTRACAO REGIONAL DO PORTAO (R,410690205009,AGUA VERDE,1,0,401,3,0,0,0,0,0.67,0.67,0,2.58,1.85,11.41,0,0,13.09,11.67,12.42,1946.68,298,0,0,179,44,0,0,298,296,0,2,298,298,1,2,9,22,0,0,0,0,0,2,,6,5,21,2,0,2,0,1,12,17,7,770,13173,41CURITI
831,0.05,410690205060077,4,SUL,41,PARANA,4110,METROPOLITANA DE CURITIBA,41037,CURITIBA,17,CURITIBA,4106902,CURITIBA,410690205,CURITIBA,41069020506,ADMINISTRACAO REGIONAL DO PORTAO (R,410690205009,AGUA VERDE,1,0,401,3,0,0,0,0,0,0,0,3.05,2.24,4.48,0.45,0,9.87,12.37,9.42,3054.94,223,0,0,125,57,0,0,223,223,0,0,223,223,0,1,3,6,1,0,0,0,0,1,,1,4,12,1,0,3,0,2,6,7,6,681,13921,41CURITI
832,0.04,410690205060076,4,SUL,41,PARANA,4110,METROPOLITANA DE CURITIBA,41037,CURITIBA,17,CURITIBA,4106902,CURITIBA,410690205,CURITIBA,41069020506,ADMINISTRACAO REGIONAL DO PORTAO (R,410690205009,AGUA VERDE,1,0,401,3,0,0,0,0,0,0,0,2.86,2.07,15.35,0,0,8.42,12.52,8.91,2034.84,202,0,0,114,43,0,0,202,202,0,0,202,202,0,3,7,21,0,0,0,0,0,0,,2,3,9,0,2,0,0,2,6,6,4,577,16346,41CURITI
150,0.09,410690205060378,4,SUL,41,PARANA,4110,METROPOLITANA DE CURITIBA,41037,CURITIBA,17,CURITIBA,4106902,CURITIBA,410690205,CURITIBA,41069020506,ADMINISTRACAO REGIONAL DO PORTAO (R,410690205075,CIDADE INDUSTRIAL DE CURITIBA,1,0,401,3,0.95,0,2.35,0,8.57,0.48,0,3.92,1.17,17.62,7.62,0,56.67,6.28,54.29,535.17,210,0,0,76,94,2,4,210,188,4,1,210,210,0,2,16,19,16,0,0,0,0,14,,4,11,35,24,8,11,1,17,48,36,12,823,9250,41CURITI
153,0.06,410690205060369,4,SUL,41,PARANA,4110,METROPOLITANA DE CURITIBA,41037,CURITIBA,17,CURITIBA,4106902,CURITIBA,410690205,CURITIBA,41069020506,ADMINISTRACAO REGIONAL DO PORTAO (R,410690205075,CIDADE INDUSTRIAL DE CURITIBA,1,0,401,3,0,2.9,0.49,0,0,0,0,3.61,1.12,15.35,3.73,0,49.38,7.1,43.15,576.89,241,0,7,49,154,0,1,241,241,0,0,241,241,0,1,11,25,9,0,0,0,0,9,,8,9,53,12,7,12,1,16,35,36,16,870,15452,41CURITI
155,0.06,410690205060377,4,SUL,41,PARANA,4110,METROPOLITANA DE CURITIBA,41037,CURITIBA,17,CURITIBA,4106902,CURITIBA,410690205,CURITIBA,41069020506,ADMINISTRACAO REGIONAL DO PORTAO (R,410690205075,CIDADE INDUSTRIAL DE CURITIBA,1,0,401,3,0,0,0,0,0,0,0,3.38,1.06,20.4,2.34,0,48.49,7.15,52.17,534.35,299,0,0,38,227,0,0,299,299,0,0,299,299,0,3,23,35,7,0,0,0,0,10,,12,16,50,20,9,13,0,22,61,50,23,1010,18043,41CURITI
156,0.06,410690205060372,4,SUL,41,PARANA,4110,METROPOLITANA DE CURITIBA,41037,CURITIBA,17,CURITIBA,4106902,CURITIBA,410690205,CURITIBA,41069020506,ADMINISTRACAO REGIONAL DO PORTAO (R,410690205075,CIDADE INDUSTRIAL DE CURITIBA,1,0,401,3,0.71,0.71,1.1,1.42,2.13,1.42,0,3.4,1.22,19.15,4.26,0,58.16,6.45,49.65,756.28,141,4,1,86,5,1,1,139,86,52,2,141,141,0,0,7,20,6,0,0,0,0,10,,7,9,34,7,3,8,0,13,25,24,8,479,7651,41CURITI
157,0.22,410690205060360,4,SUL,41,PARANA,4110,METROPOLITANA DE CURITIBA,41037,CURITIBA,17,CURITIBA,4106902,CURITIBA,410690205,CURITIBA,41069020506,ADMINISTRACAO REGIONAL DO PORTAO (R,410690205075,CIDADE INDUSTRIAL DE CURITIBA,1,0,401,3,0,0,2.05,0,1.32,0,0,3.49,1.22,21.93,3.95,0,42.98,7.5,39.04,724.58,228,0,0,134,12,0,3,228,32,193,0,228,228,0,2,15,33,9,0,0,0,0,12,,5,11,45,7,4,7,0,16,31,30,12,795,3677,41CURITI
158,0.03,410690205060371,4,SUL,41,PARANA,4110,METROPOLITANA DE CURITIBA,41037,CURITIBA,17,CURITIBA,4106902,CURITIBA,410690205,CURITIBA,41069020506,ADMINISTRACAO REGIONAL DO PORTAO (R,410690205075,CIDADE INDUSTRIAL DE CURITIBA,1,1,401,1,1.83,0,25.32,0,0.92,0,0,3.86,1.14,19.27,14.68,0,75.23,4.67,71.56,431.18,109,0,0,76,3,2,20,109,106,2,0,109,109,0,2,6,13,16,0,0,0,0,22,,6,9,24,9,2,6,1,10,26,19,22,421,16723,41CURITI
159,0.13,410690205060383,4,SUL,41,PARANA,4110,METROPOLITANA DE CURITIBA,41037,CURITIBA,17,CURITIBA,4106902,CURITIBA,410690205,CURITIBA,41069020506,ADMINISTRACAO REGIONAL DO PORTAO (R,410690205075,CIDADE INDUSTRIAL DE CURITIBA,1,0,401,3,1.47,0,31.36,0,19.41,0.37,0,3.34,1.13,22.71,5.13,0,41.39,7.67,44.32,683.22,273,0,0,149,71,4,69,273,197,23,1,273,273,0,2,19,41,14,0,0,0,0,9,,11,10,35,19,3,8,0,34,47,30,10,912,6921,41CURITI
205,0.09,410690205060265,4,SUL,41,PARANA,4110,METROPOLITANA DE CURITIBA,41037,CURITIBA,17,CURITIBA,4106902,CURITIBA,410690205,CURITIBA,41069020506,ADMINISTRACAO REGIONAL DO PORTAO (R,410690205042,FAZENDINHA,1,0,401,3,0,0,0,0,0.44,0,0.89,3.51,1.27,18.22,7.11,0,46.22,7.32,44.44,608.24,225,0,0,117,6,0,0,225,148,76,0,223,225,0,2,14,25,16,0,0,0,0,21,,4,12,36,11,6,10,2,18,40,33,7,790,8780,41CURITI
206,0.01,410690205060279,4,SUL,41,PARANA,4110,METROPOLITANA DE CURITIBA,41037,CURITIBA,17,CURITIBA,4106902,CURITIBA,410690205,CURITIBA,41069020506,ADMINISTRACAO REGIONAL DO PORTAO (R,410690205042,FAZENDINHA,1,1,401,1,0,25.81,0,0,6.45,6.45,0,3.52,1.04,25.81,19.35,0,83.87,3.9,83.87,323.45,31,0,8,24,0,0,0,31,5,24,2,31,31,0,0,1,7,6,0,0,0,0,7,,3,3,2,2,2,4,1,3,8,10,4,109,17345,41CURITI
208,0.01,410690205060340,4,SUL,41,PARANA,4110,METROPOLITANA DE CURITIBA,41037,CURITIBA,17,CURITIBA,4106902,CURITIBA,410690205,CURITIBA,41069020506,ADMINISTRACAO REGIONAL DO PORTAO (R,410690205075,CIDADE INDUSTRIAL DE CURITIBA,1,1,401,1,2.22,0,4.76,0,53.33,0,0,3.27,1.12,28.89,24.44,0,66.67,5.05,66.67,363.84,45,0,0,39,3,1,2,45,19,2,0,45,45,0,0,4,9,11,0,0,0,0,11,,2,2,7,4,2,1,0,7,12,5,6,147,14484,41CURITI
211,0.11,410690205060263,4,SUL,41,PARANA,4110,METROPOLITANA DE CURITIBA,41037,CURITIBA,17,CURITIBA,4106902,CURITIBA,410690205,CURITIBA,41069020506,ADMINISTRACAO REGIONAL DO PORTAO (R,410690205042,FAZENDINHA,1,0,401,3,0,0,0,0,0.71,0,0,3.63,1.26,25.09,3.53,0,47.35,7.42,26.15,882.95,283,0,0,151,20,0,0,283,246,35,0,283,283,0,0,19,52,10,0,0,0,0,11,,6,8,51,18,14,19,0,3,28,37,6,1027,9038,41CURITI
212,0.14,410690205060262,4,SUL,41,PARANA,4110,METROPOLITANA DE CURITIBA,41037,CURITIBA,17,CURITIBA,4106902,CURITIBA,410690205,CURITIBA,41069020506,ADMINISTRACAO REGIONAL DO PORTAO (R,410690205042,FAZENDINHA,1,0,401,3,0,0,0.77,0.28,0.56,0,0,3.63,1.36,15.69,2.8,0,45.94,7.54,32.21,868.59,357,0,0,207,54,0,2,356,280,75,0,357,357,0,1,23,32,10,0,0,0,0,11,,10,11,81,18,5,15,0,26,33,48,8,1295,9301,41CURITI
217,0.08,410690205060266,4,SUL,41,PARANA,4110,METROPOLITANA DE CURITIBA,41037,CURITIBA,17,CURITIBA,4106902,CURITIBA,410690205,CURITIBA,41069020506,ADMINISTRACAO REGIONAL DO PORTAO (R,410690205042,FAZENDINHA,1,0,401,3,5.24,0,3.01,0.44,0.87,0.87,0,3.74,1.26,20.52,3.93,0.44,58.95,6.58,57.21,578.06,229,1,0,164,2,12,5,228,77,150,2,229,229,0,2,22,23,9,0,0,0,1,13,,11,14,45,19,10,15,1,23,38,40,29,857,11136,41CURITI
218,0.02,410690205060277,4,SUL,41,PARANA,4110,METROPOLITANA DE CURITIBA,41037,CURITIBA,17,CURITIBA,4106902,CURITIBA,410690205,CURITIBA,41069020506,ADMINISTRACAO REGIONAL DO PORTAO (R,410690205042,FAZENDINHA,1,1,401,1,4.76,0,3.13,2.38,4.76,2.38,2.38,3.93,1.24,11.9,4.76,0,66.67,5.9,69.05,365.5,42,0,0,29,3,2,1,41,38,2,1,41,42,0,0,2,3,2,0,0,0,0,2,,2,6,10,2,4,0,0,6,12,5,6,165,9689,41CURITI
220,0.23,410690205060252,4,SUL,41,PARANA,4110,METROPOLITANA DE CURITIBA,41037,CURITIBA,17,CURITIBA,4106902,CURITIBA,410690205,CURITIBA,41069020506,ADMINISTRACAO REGIONAL DO PORTAO (R,410690205042,FAZENDINHA,1,0,401,3,0,0,0,0.51,5.13,0.51,0,3.46,1.31,16.41,8.21,0,60.51,6.32,53.33,703.92,195,0,0,157,0,0,0,194,170,15,1,195,195,0,3,10,19,16,0,0,0,0,15,,9,12,45,14,6,12,0,29,28,25,22,674,2905,41CURITI
221,0.3,410690205060306,4,SUL,41,PARANA,4110,METROPOLITANA DE CURITIBA,41037,CURITIBA,17,CURITIBA,4106902,CURITIBA,410690205,CURITIBA,41069020506,ADMINISTRACAO REGIONAL DO PORTAO (R,410690205044,CAMPO COMPRIDO,1,0,401,3,0,0,1.41,0,0.31,0.31,0,3.7,1.47,17.87,2.19,0,40.44,7.97,36.68,809.56,319,0,0,208,5,0,3,319,20,298,1,319,319,0,4,17,36,7,0,0,0,0,6,,9,13,59,16,5,16,0,19,40,55,3,1181,3986,41CURITI
